     site  yield          wt      variety 
1875   12 2.4920   1.9802970        VH782
1876   12 2.9780   1.9801236        VI184
1877   12 2.7920   1.9778903        VI193
1878   12 2.8610   1.9099897        VI341
1879   12 3.0990   1.9441623        VI375
1880   12 2.2680   1.9442744        VI727
1881   12 2.3690   1.9826237        VI729
1882   12 3.3450   1.9751012      WI94063
1883   12 3.1490   1.9567720      WI94091
1884   12 2.9380   1.9716425      WI94098
1885   12 2.8030   1.9781858      WI95060
1886   12 2.9510   1.9637991      WI95101
1887   12 2.9970   1.9421228      WI95109
1888   12 3.4380   1.9798045      WI95112
1889   12 2.4940   1.9801691       WW2338
1890   12 2.9270   1.9759541       WW2340
1891   12 2.9720   1.9761500       WW2341
1892   12 2.3810   1.9767214       WW2422
1893   12 2.3960   1.9674042       WW2423
1894   12 2.6390   1.9609615       WW2449
1895   12 2.6720   1.8923240       WW2450
1896   12 2.6920   1.9803217       WW2451
1897   12 2.7150   1.9770079       WW2453
1898   12 2.6930   1.9769062       WW2456
1899   12 2.7110   1.9100478       WW2457
1900   12 2.6950   1.9776143       WW2519
1901   12 2.4230   1.9703566       WW2520
1902   12 2.7440   1.9617312       WW2529
